Supplier Name,Phone,Shipping Address,Billing Address,Company,Access to,Supplier Short Name,Purchasing Email,Contact ID ZB,console
 Agrofruta,,,,TSI Tropicals,graeme,,,2460937000000149012,"{""code"":0,""message"":""The contact has been added."",""contact"":{""contact_id"":""2460937000000149012"",""contact_name"":""AGROFRUTA"",""company_name"":""AGROFRUTA"",""first_name"":"""",""last_name"":"""",""designation"":"""",""department"":"""",""website"":"""",""language_code"":"""",""language_code_formatted"":"""",""contact_salutation"":"""",""email"":"""",""phone"":"""",""mobile"":"""",""portal_status"":""disabled"",""is_client_review_asked"":false,""has_transaction"":false,""contact_type"":""vendor"",""customer_sub_type"":""business"",""owner_id"":"""",""owner_name"":"""",""source"":""api"",""documents"":[],""twitter"":"""",""facebook"":"""",""is_crm_customer"":false,""is_linked_with_zohocrm"":false,""primary_contact_id"":"""",""zcrm_vendor_id"":"""",""crm_owner_id"":"""",""payment_terms"":0,""payment_terms_label"":""Due On Receipt"",""credit_limit_exceeded_amount"":0.0,""currency_id"":""2460937000000000101"",""currency_code"":""CAD"",""currency_symbol"":""$"",""price_precision"":2,""exchange_rate"":"""",""can_show_customer_ob"":true,""can_show_vendor_ob"":true,""opening_balance_amount"":0.0,""opening_balance_amount_bcy"":"""",""outstanding_ob_receivable_amount"":0.0,""outstanding_ob_payable_amount"":0.0,""outstanding_receivable_amount"":0.0,""outstanding_receivable_amount_bcy"":0.0,""outstanding_payable_amount"":0.0,""outstanding_payable_amount_bcy"":0.0,""unused_credits_receivable_amount"":0.0,""unused_credits_receivable_amount_bcy"":0.0,""unused_credits_payable_amount"":0.0,""unused_credits_payable_amount_bcy"":0.0,""unused_retainer_payments"":0.0,""status"":""active"",""payment_reminder_enabled"":true,""is_sms_enabled"":true,""is_consent_agreed"":false,""consent_date"":"""",""is_client_review_settings_enabled"":false,""custom_fields"":[],""custom_field_hash"":{},""tax_id"":"""",""tax_name"":"""",""tax_percentage"":"""",""contact_category"":"""",""sales_channel"":""direct_sales"",""ach_supported"":false,""portal_receipt_count"":0,""opening_balances"":[],""billing_address"":{""address_id"":""2460937000000149014"",""attention"":"""",""address"":"""",""street2"":"""",""city"":"""",""state_code"":"""",""state"":"""",""zip"":"""",""country"":"""",""country_code"":"""",""phone"":"""",""fax"":""""},""shipping_address"":{""address_id"":""2460937000000149016"",""attention"":"""",""address"":"""",""street2"":"""",""city"":"""",""state_code"":"""",""state"":"""",""zip"":"""",""country"":"""",""country_code"":"""",""phone"":"""",""fax"":"""",""latitude"":"""",""longitude"":""""},""contact_persons"":[],""addresses"":[],""pricebook_id"":"""",""pricebook_name"":"""",""default_templates"":{""invoice_template_id"":"""",""invoice_template_name"":"""",""bill_template_id"":"""",""bill_template_name"":"""",""estimate_template_id"":"""",""estimate_template_name"":"""",""creditnote_template_id"":"""",""creditnote_template_name"":"""",""purchaseorder_template_id"":"""",""purchaseorder_template_name"":"""",""salesorder_template_id"":"""",""salesorder_template_name"":"""",""paymentthankyou_template_id"":"""",""paymentthankyou_template_name"":"""",""invoice_email_template_id"":"""",""invoice_email_template_name"":"""",""estimate_email_template_id"":"""",""estimate_email_template_name"":"""",""creditnote_email_template_id"":"""",""creditnote_email_template_name"":"""",""purchaseorder_email_template_id"":"""",""purchaseorder_email_template_name"":"""",""salesorder_email_template_id"":"""",""salesorder_email_template_name"":"""",""paymentthankyou_email_template_id"":"""",""paymentthankyou_email_template_name"":"""",""payment_remittance_email_template_id"":"""",""payment_remittance_email_template_name"":""""},""associated_with_square"":false,""cards"":[],""checks"":[],""bank_accounts"":[],""vpa_list"":[],""notes"":"""",""created_time"":""2021-09-28T01:03:20-0400"",""last_modified_time"":""2021-09-28T01:03:20-0400"",""tags"":[],""zohopeople_client_id"":""""}}"
