Supplier Information,Item/Product Name,Item/Product SKU,Type,Item Description,Supplier Item Code,Company,Item Weight,Unity,item ID ZB,Item Cost,Added Time,ID,Cases per pallet,ZB convert to weight
 Agronogueira,Baby Ataulfo,MAA0B0,Products for Resale,"",,TSI Tropicals,,,2460937000000119162,,18-Jul-2021 13:56:02,4014420000001499009,,
